Cell	Phase
SA906-A90554C-R47-C13.bam	G1
SA906-A90554C-R47-C14.bam	S
SA906-A90554C-R47-C15.bam	G1
SA906-A90554C-R47-C16.bam	G1
SA906-A90554C-R47-C17.bam	G1
SA906-A90554C-R47-C18.bam	S
SA906-A90554C-R47-C19.bam	S
SA906-A90554C-R47-C20.bam	G1
SA906-A90554C-R47-C21.bam	G1
SA906-A90554C-R47-C22.bam	G1
SA906-A90554C-R47-C23.bam	G1
SA906-A90554C-R47-C24.bam	G1
SA906-A90554C-R47-C25.bam	G1
SA906-A90554C-R47-C26.bam	S
SA906-A90554C-R47-C27.bam	G1
SA906-A90554C-R47-C28.bam	G1
SA906-A90554C-R47-C29.bam	G1
SA906-A90554C-R47-C30.bam	G1
SA906-A90554C-R47-C31.bam	G1
SA906-A90554C-R47-C32.bam	G1
SA906-A90554C-R47-C34.bam	G1
SA906-A90554C-R47-C35.bam	G1
SA906-A90554C-R47-C36.bam	G1
SA906-A90554C-R47-C37.bam	S
SA906-A90554C-R47-C38.bam	G1
SA906-A90554C-R47-C39.bam	G1
SA906-A90554C-R47-C40.bam	G1
SA906-A90554C-R47-C41.bam	G1
SA906-A90554C-R47-C42.bam	G1
SA906-A90554C-R47-C43.bam	S
SA906-A90554C-R47-C44.bam	G1
SA906-A90554C-R47-C46.bam	S
SA906-A90554C-R47-C47.bam	G1
SA906-A90554C-R47-C48.bam	G1
SA906-A90554C-R47-C49.bam	G1
SA906-A90554C-R47-C50.bam	S
SA906-A90554C-R47-C51.bam	G1
SA906-A90554C-R47-C52.bam	G1
SA906-A90554C-R47-C54.bam	G1
SA906-A90554C-R47-C55.bam	G1
SA906-A90554C-R47-C56.bam	G1
SA906-A90554C-R47-C57.bam	S
SA906-A90554C-R47-C58.bam	G1
SA906-A90554C-R47-C60.bam	G1
SA906-A90554C-R47-C61.bam	G1
SA906-A90554C-R47-C63.bam	G1
SA906-A90554C-R47-C64.bam	G1
SA906-A90554C-R47-C65.bam	G1
SA906-A90554C-R47-C66.bam	G1
SA906-A90554C-R48-C07.bam	S
SA906-A90554C-R48-C08.bam	G1
SA906-A90554C-R48-C09.bam	G1
SA906-A90554C-R48-C10.bam	G1
SA906-A90554C-R48-C11.bam	G1
SA906-A90554C-R48-C12.bam	S
SA906-A90554C-R48-C13.bam	S
SA906-A90554C-R48-C14.bam	S
SA906-A90554C-R48-C15.bam	G1
SA906-A90554C-R48-C16.bam	G1
SA906-A90554C-R48-C17.bam	S
SA906-A90554C-R48-C18.bam	G1
SA906-A90554C-R48-C19.bam	G1
SA906-A90554C-R48-C20.bam	G1
SA906-A90554C-R48-C21.bam	G1
SA906-A90554C-R48-C22.bam	G1
SA906-A90554C-R48-C23.bam	G1
SA906-A90554C-R48-C24.bam	G1
SA906-A90554C-R48-C25.bam	G1
SA906-A90554C-R48-C26.bam	G1
SA906-A90554C-R48-C27.bam	G1
SA906-A90554C-R48-C28.bam	G1
SA906-A90554C-R48-C29.bam	S
SA906-A90554C-R48-C30.bam	G1
SA906-A90554C-R48-C31.bam	G1
SA906-A90554C-R48-C32.bam	G1
SA906-A90554C-R48-C34.bam	G1
SA906-A90554C-R48-C35.bam	G1
SA906-A90554C-R48-C37.bam	S
SA906-A90554C-R48-C38.bam	G1
SA906-A90554C-R48-C39.bam	G1
SA906-A90554C-R48-C40.bam	G1
SA906-A90554C-R48-C41.bam	G1
SA906-A90554C-R48-C42.bam	G1
SA906-A90554C-R48-C43.bam	G1
SA906-A90554C-R48-C44.bam	G1
SA906-A90554C-R48-C46.bam	S
SA906-A90554C-R48-C47.bam	G1
SA906-A90554C-R48-C48.bam	G1
SA906-A90554C-R48-C49.bam	G1
SA906-A90554C-R48-C50.bam	G1
SA906-A90554C-R48-C51.bam	G1
SA906-A90554C-R48-C52.bam	G1
SA906-A90554C-R48-C54.bam	G1
SA906-A90554C-R48-C55.bam	S
SA906-A90554C-R48-C56.bam	G1
SA906-A90554C-R48-C57.bam	S
SA906-A90554C-R48-C58.bam	G1
SA906-A90554C-R48-C59.bam	G1
SA906-A90554C-R48-C60.bam	G1
SA906-A90554C-R48-C61.bam	G1
SA906-A90554C-R48-C63.bam	S
SA906-A90554C-R48-C64.bam	G1
SA906-A90554C-R48-C66.bam	G1
SA906-A90554C-R48-C67.bam	G1
SA906-A90554C-R48-C68.bam	G1
SA906-A90554C-R48-C70.bam	S
SA906-A90554C-R49-C04.bam	G1
SA906-A90554C-R49-C07.bam	S
SA906-A90554C-R49-C08.bam	S
SA906-A90554C-R49-C09.bam	G1
SA906-A90554C-R49-C10.bam	G1
SA906-A90554C-R49-C11.bam	S
SA906-A90554C-R49-C12.bam	G1
SA906-A90554C-R49-C13.bam	G1
SA906-A90554C-R49-C14.bam	G1
SA906-A90554C-R49-C15.bam	G1
SA906-A90554C-R49-C16.bam	G1
SA906-A90554C-R49-C17.bam	S
SA906-A90554C-R49-C18.bam	G1
SA906-A90554C-R49-C19.bam	G1
SA906-A90554C-R49-C20.bam	G1
SA906-A90554C-R49-C21.bam	S
SA906-A90554C-R49-C22.bam	S
SA906-A90554C-R49-C24.bam	S
SA906-A90554C-R49-C25.bam	G1
SA906-A90554C-R49-C26.bam	G1
SA906-A90554C-R49-C28.bam	G1
SA906-A90554C-R49-C29.bam	G1
SA906-A90554C-R49-C36.bam	G1
SA906-A90554C-R49-C37.bam	S
SA906-A90554C-R49-C38.bam	G1
SA906-A90554C-R49-C40.bam	G1
SA906-A90554C-R49-C41.bam	G1
SA906-A90554C-R49-C43.bam	G1
SA906-A90554C-R49-C44.bam	G1
SA906-A90554C-R49-C47.bam	G1
SA906-A90554C-R49-C48.bam	G1
SA906-A90554C-R49-C50.bam	G1
SA906-A90554C-R49-C51.bam	G1
SA906-A90554C-R49-C54.bam	S
SA906-A90554C-R49-C56.bam	G1
SA906-A90554C-R49-C57.bam	S
SA906-A90554C-R49-C58.bam	S
SA906-A90554C-R49-C59.bam	G1
SA906-A90554C-R49-C60.bam	G1
SA906-A90554C-R49-C61.bam	G1
SA906-A90554C-R49-C63.bam	G1
SA906-A90554C-R49-C64.bam	G1
SA906-A90554C-R50-C04.bam	G1
SA906-A90554C-R50-C07.bam	G1
SA906-A90554C-R50-C08.bam	G1
SA906-A90554C-R50-C09.bam	G1
SA906-A90554C-R50-C11.bam	G1
SA906-A90554C-R50-C13.bam	S
SA906-A90554C-R50-C14.bam	S
SA906-A90554C-R50-C15.bam	G1
SA906-A90554C-R50-C16.bam	S
SA906-A90554C-R50-C17.bam	S
SA906-A90554C-R50-C18.bam	G1
SA906-A90554C-R50-C19.bam	G1
SA906-A90554C-R50-C20.bam	G1
SA906-A90554C-R50-C21.bam	S
SA906-A90554C-R50-C22.bam	G1
SA906-A90554C-R50-C23.bam	G1
SA906-A90554C-R50-C24.bam	G1
SA906-A90554C-R50-C25.bam	G1
SA906-A90554C-R50-C26.bam	G1
SA906-A90554C-R50-C27.bam	S
SA906-A90554C-R50-C28.bam	S
SA906-A90554C-R50-C29.bam	S
SA906-A90554C-R50-C30.bam	G1
SA906-A90554C-R50-C31.bam	S
SA906-A90554C-R50-C32.bam	G1
SA906-A90554C-R50-C34.bam	G1
SA906-A90554C-R50-C35.bam	G1
SA906-A90554C-R50-C36.bam	G1
SA906-A90554C-R50-C37.bam	G1
SA906-A90554C-R50-C38.bam	S
SA906-A90554C-R50-C39.bam	S
SA906-A90554C-R50-C40.bam	G1
SA906-A90554C-R50-C41.bam	G1
SA906-A90554C-R50-C42.bam	S
SA906-A90554C-R50-C43.bam	G1
SA906-A90554C-R50-C44.bam	G1
SA906-A90554C-R50-C46.bam	G1
SA906-A90554C-R50-C47.bam	G1
SA906-A90554C-R50-C48.bam	G1
SA906-A90554C-R50-C49.bam	S
SA906-A90554C-R50-C50.bam	G1
SA906-A90554C-R50-C51.bam	G1
SA906-A90554C-R50-C52.bam	G1
SA906-A90554C-R50-C54.bam	S
SA906-A90554C-R50-C55.bam	S
SA906-A90554C-R50-C56.bam	G1
SA906-A90554C-R50-C57.bam	S
SA906-A90554C-R50-C58.bam	S
SA906-A90554C-R50-C60.bam	G1
SA906-A90554C-R50-C61.bam	G1
SA906-A90554C-R50-C63.bam	S
SA906-A90554C-R50-C64.bam	G1
SA906-A90554C-R50-C65.bam	S
SA906-A90554C-R50-C66.bam	G1
SA906-A90554C-R50-C68.bam	G1
SA906-A90554C-R50-C69.bam	G1
SA906-A90554C-R50-C70.bam	G1
SA906-A90554C-R51-C04.bam	G1
SA906-A90554C-R51-C07.bam	G1
SA906-A90554C-R51-C08.bam	G1
SA906-A90554C-R51-C09.bam	S
SA906-A90554C-R51-C10.bam	G1
SA906-A90554C-R51-C11.bam	G1
SA906-A90554C-R51-C12.bam	G1
SA906-A90554C-R51-C13.bam	G1
SA906-A90554C-R51-C14.bam	G1
SA906-A90554C-R51-C16.bam	G1
SA906-A90554C-R51-C17.bam	G1
SA906-A90554C-R51-C18.bam	G1
SA906-A90554C-R51-C19.bam	G1
SA906-A90554C-R51-C20.bam	G1
SA906-A90554C-R51-C21.bam	G1
SA906-A90554C-R51-C22.bam	G1
SA906-A90554C-R51-C23.bam	S
SA906-A90554C-R51-C24.bam	G1
SA906-A90554C-R51-C25.bam	G1
SA906-A90554C-R51-C26.bam	G1
SA906-A90554C-R51-C27.bam	G1
SA906-A90554C-R51-C28.bam	G1
SA906-A90554C-R51-C29.bam	S
SA906-A90554C-R51-C30.bam	G1
SA906-A90554C-R51-C31.bam	S
SA906-A90554C-R51-C32.bam	S
SA906-A90554C-R51-C35.bam	S
SA906-A90554C-R51-C36.bam	S
SA906-A90554C-R51-C37.bam	S
SA906-A90554C-R51-C38.bam	G1
SA906-A90554C-R51-C39.bam	G1
SA906-A90554C-R51-C40.bam	S
SA906-A90554C-R51-C41.bam	G1
SA906-A90554C-R51-C42.bam	G1
SA906-A90554C-R51-C43.bam	S
SA906-A90554C-R51-C44.bam	G1
SA906-A90554C-R51-C46.bam	S
SA906-A90554C-R51-C47.bam	G1
SA906-A90554C-R51-C48.bam	G1
SA906-A90554C-R51-C49.bam	S
SA906-A90554C-R51-C50.bam	G1
SA906-A90554C-R51-C51.bam	G1
SA906-A90554C-R51-C52.bam	G1
SA906-A90554C-R51-C54.bam	G1
SA906-A90554C-R51-C55.bam	G1
SA906-A90554C-R51-C56.bam	G1
SA906-A90554C-R51-C57.bam	G1
SA906-A90554C-R51-C58.bam	G1
SA906-A90554C-R51-C59.bam	G1
SA906-A90554C-R51-C60.bam	S
SA906-A90554C-R51-C61.bam	G1
SA906-A90554C-R51-C63.bam	S
SA906-A90554C-R51-C64.bam	G1
SA906-A90554C-R51-C65.bam	S
SA906-A90554C-R51-C66.bam	G1
SA906-A90554C-R51-C67.bam	G1
SA906-A90554C-R51-C68.bam	G1
SA906-A90554C-R51-C69.bam	S
SA906-A90554C-R51-C70.bam	G1
SA906-A90554C-R52-C04.bam	G1
SA906-A90554C-R52-C07.bam	S
SA906-A90554C-R52-C08.bam	S
SA906-A90554C-R52-C09.bam	S
SA906-A90554C-R52-C10.bam	G1
SA906-A90554C-R52-C11.bam	S
SA906-A90554C-R52-C13.bam	S
SA906-A90554C-R52-C14.bam	G1
SA906-A90554C-R52-C15.bam	G1
SA906-A90554C-R52-C16.bam	S
SA906-A90554C-R52-C17.bam	G1
SA906-A90554C-R52-C18.bam	G1
SA906-A90554C-R52-C19.bam	G1
SA906-A90554C-R52-C20.bam	G1
SA906-A90554C-R52-C21.bam	G1
SA906-A90554C-R52-C22.bam	G1
SA906-A90554C-R52-C23.bam	S
SA906-A90554C-R52-C24.bam	G1
SA906-A90554C-R52-C25.bam	G1
SA906-A90554C-R52-C26.bam	G1
SA906-A90554C-R52-C27.bam	S
SA906-A90554C-R52-C28.bam	G1
SA906-A90554C-R52-C29.bam	G1
SA906-A90554C-R52-C30.bam	S
SA906-A90554C-R52-C31.bam	S
SA906-A90554C-R52-C32.bam	G1
SA906-A90554C-R52-C34.bam	G1
SA906-A90554C-R52-C35.bam	G1
SA906-A90554C-R52-C36.bam	G1
SA906-A90554C-R52-C38.bam	G1
SA906-A90554C-R52-C39.bam	S
SA906-A90554C-R52-C40.bam	S
SA906-A90554C-R52-C41.bam	G1
SA906-A90554C-R52-C42.bam	G1
SA906-A90554C-R52-C43.bam	G1
SA906-A90554C-R52-C44.bam	G1
SA906-A90554C-R52-C46.bam	G1
SA906-A90554C-R52-C47.bam	S
SA906-A90554C-R52-C48.bam	G1
SA906-A90554C-R52-C49.bam	S
SA906-A90554C-R52-C50.bam	S
SA906-A90554C-R52-C52.bam	G1
SA906-A90554C-R52-C54.bam	G1
SA906-A90554C-R52-C55.bam	G1
SA906-A90554C-R52-C56.bam	S
SA906-A90554C-R52-C57.bam	G1
SA906-A90554C-R52-C58.bam	G1
SA906-A90554C-R52-C59.bam	G1
SA906-A90554C-R52-C61.bam	S
SA906-A90554C-R52-C63.bam	G1
SA906-A90554C-R52-C64.bam	G1
SA906-A90554C-R52-C67.bam	G1
SA906-A90554C-R52-C69.bam	S
SA906-A90554C-R52-C70.bam	G1
SA906-A90554C-R53-C04.bam	G1
SA906-A90554C-R53-C07.bam	G1
SA906-A90554C-R53-C08.bam	S
SA906-A90554C-R53-C09.bam	G1
SA906-A90554C-R53-C10.bam	G1
SA906-A90554C-R53-C13.bam	G1
SA906-A90554C-R53-C14.bam	S
SA906-A90554C-R53-C15.bam	S
SA906-A90554C-R53-C17.bam	G1
SA906-A90554C-R53-C18.bam	G1
SA906-A90554C-R53-C19.bam	G1
SA906-A90554C-R53-C20.bam	G1
SA906-A90554C-R53-C21.bam	G1
SA906-A90554C-R53-C23.bam	G1
SA906-A90554C-R53-C24.bam	S
SA906-A90554C-R53-C25.bam	G1
SA906-A90554C-R53-C26.bam	G1
SA906-A90554C-R53-C27.bam	G1
SA906-A90554C-R53-C28.bam	G1
SA906-A90554C-R53-C29.bam	G1
SA906-A90554C-R53-C30.bam	S
SA906-A90554C-R53-C31.bam	G1
SA906-A90554C-R53-C32.bam	G1
SA906-A90554C-R53-C34.bam	G1
SA906-A90554C-R53-C35.bam	G1
SA906-A90554C-R53-C36.bam	S
SA906-A90554C-R53-C37.bam	G1
SA906-A90554C-R53-C38.bam	G1
SA906-A90554C-R53-C39.bam	S
SA906-A90554C-R53-C40.bam	G1
SA906-A90554C-R53-C41.bam	G1
SA906-A90554C-R53-C42.bam	G1
SA906-A90554C-R53-C43.bam	G1
SA906-A90554C-R53-C44.bam	G1
SA906-A90554C-R53-C46.bam	G1
SA906-A90554C-R53-C47.bam	G1
SA906-A90554C-R53-C48.bam	S
SA906-A90554C-R53-C49.bam	S
SA906-A90554C-R53-C50.bam	G1
SA906-A90554C-R53-C51.bam	S
SA906-A90554C-R53-C52.bam	S
SA906-A90554C-R53-C54.bam	G1
SA906-A90554C-R53-C55.bam	G1
SA906-A90554C-R53-C56.bam	G1
SA906-A90554C-R53-C57.bam	G1
SA906-A90554C-R53-C58.bam	G1
SA906-A90554C-R53-C59.bam	G1
SA906-A90554C-R53-C60.bam	S
SA906-A90554C-R53-C61.bam	G1
SA906-A90554C-R53-C63.bam	G1
SA906-A90554C-R53-C64.bam	S
SA906-A90554C-R53-C66.bam	S
SA906-A90554C-R53-C67.bam	G1
SA906-A90554C-R53-C68.bam	G1
SA906-A90554C-R53-C69.bam	G1
SA906-A90554C-R53-C70.bam	S
SA906-A90554C-R54-C07.bam	S
SA906-A90554C-R54-C08.bam	G1
SA906-A90554C-R54-C09.bam	S
SA906-A90554C-R54-C10.bam	S
SA906-A90554C-R54-C11.bam	G1
SA906-A90554C-R54-C13.bam	G1
SA906-A90554C-R54-C14.bam	S
SA906-A90554C-R54-C15.bam	S
SA906-A90554C-R54-C16.bam	G1
SA906-A90554C-R54-C17.bam	G1
SA906-A90554C-R54-C18.bam	G1
SA906-A90554C-R54-C19.bam	S
SA906-A90554C-R54-C20.bam	S
SA906-A90554C-R54-C21.bam	G1
SA906-A90554C-R54-C22.bam	G1
SA906-A90554C-R54-C24.bam	G1
SA906-A90554C-R54-C25.bam	G1
SA906-A90554C-R54-C26.bam	G1
SA906-A90554C-R54-C27.bam	G1
SA906-A90554C-R54-C28.bam	G1
SA906-A90554C-R54-C29.bam	S
SA906-A90554C-R54-C30.bam	G1
SA906-A90554C-R54-C31.bam	G1
SA906-A90554C-R54-C32.bam	S
SA906-A90554C-R54-C34.bam	S
SA906-A90554C-R54-C35.bam	G1
SA906-A90554C-R54-C37.bam	G1
SA906-A90554C-R54-C38.bam	G1
SA906-A90554C-R54-C39.bam	G1
SA906-A90554C-R54-C40.bam	G1
SA906-A90554C-R54-C41.bam	S
SA906-A90554C-R54-C42.bam	G1
SA906-A90554C-R54-C43.bam	G1
SA906-A90554C-R54-C44.bam	G1
SA906-A90554C-R54-C46.bam	S
SA906-A90554C-R54-C47.bam	G1
SA906-A90554C-R54-C48.bam	S
SA906-A90554C-R54-C49.bam	G1
SA906-A90554C-R54-C50.bam	S
SA906-A90554C-R54-C51.bam	G1
SA906-A90554C-R54-C54.bam	S
SA906-A90554C-R54-C55.bam	G1
SA906-A90554C-R54-C56.bam	S
SA906-A90554C-R54-C57.bam	G1
SA906-A90554C-R54-C58.bam	G1
SA906-A90554C-R54-C59.bam	G1
SA906-A90554C-R54-C60.bam	G1
SA906-A90554C-R54-C61.bam	S
SA906-A90554C-R54-C63.bam	S
SA906-A90554C-R54-C64.bam	S
SA906-A90554C-R54-C66.bam	G1
SA906-A90554C-R54-C67.bam	G1
SA906-A90554C-R54-C68.bam	S
SA906-A90554C-R54-C69.bam	G1
SA906-A90554C-R54-C70.bam	S
SA906-A90554C-R55-C04.bam	G1
SA906-A90554C-R55-C07.bam	G1
SA906-A90554C-R55-C08.bam	G1
SA906-A90554C-R55-C09.bam	G1
SA906-A90554C-R55-C13.bam	G1
SA906-A90554C-R55-C14.bam	G1
SA906-A90554C-R55-C15.bam	G1
SA906-A90554C-R55-C16.bam	S
SA906-A90554C-R55-C17.bam	G1
SA906-A90554C-R55-C18.bam	G1
SA906-A90554C-R55-C19.bam	G1
SA906-A90554C-R55-C20.bam	G1
SA906-A90554C-R55-C21.bam	S
SA906-A90554C-R55-C22.bam	G1
SA906-A90554C-R55-C23.bam	G1
SA906-A90554C-R55-C24.bam	G1
SA906-A90554C-R55-C25.bam	G1
SA906-A90554C-R55-C26.bam	G1
SA906-A90554C-R55-C28.bam	G1
SA906-A90554C-R55-C29.bam	S
SA906-A90554C-R55-C30.bam	G1
SA906-A90554C-R55-C31.bam	G1
SA906-A90554C-R55-C32.bam	G1
SA906-A90554C-R55-C35.bam	G1
SA906-A90554C-R55-C39.bam	S
SA906-A90554C-R55-C40.bam	G1
SA906-A90554C-R55-C41.bam	G1
SA906-A90554C-R55-C42.bam	G1
SA906-A90554C-R55-C43.bam	G1
SA906-A90554C-R55-C46.bam	G1
SA906-A90554C-R55-C47.bam	S
SA906-A90554C-R55-C48.bam	G1
SA906-A90554C-R55-C56.bam	G1
SA906-A90554C-R55-C57.bam	G1
SA906-A90554C-R55-C59.bam	S
SA906-A90554C-R55-C60.bam	G1
SA906-A90554C-R55-C61.bam	S
SA906-A90554C-R55-C63.bam	G1
SA906-A90554C-R55-C64.bam	S
SA906-A90554C-R55-C66.bam	S
SA906-A90554C-R56-C07.bam	G1
SA906-A90554C-R56-C09.bam	G1
SA906-A90554C-R56-C13.bam	G1
SA906-A90554C-R56-C15.bam	G1
SA906-A90554C-R56-C16.bam	G1
SA906-A90554C-R56-C17.bam	G1
SA906-A90554C-R56-C18.bam	G1
SA906-A90554C-R56-C19.bam	G1
SA906-A90554C-R56-C20.bam	G1
SA906-A90554C-R56-C21.bam	S
SA906-A90554C-R56-C22.bam	G1
SA906-A90554C-R56-C23.bam	G1
SA906-A90554C-R56-C24.bam	S
SA906-A90554C-R56-C25.bam	G1
SA906-A90554C-R56-C26.bam	G1
SA906-A90554C-R56-C28.bam	G1
SA906-A90554C-R56-C29.bam	S
SA906-A90554C-R56-C30.bam	G1
SA906-A90554C-R56-C31.bam	G1
SA906-A90554C-R56-C32.bam	G1
SA906-A90554C-R56-C35.bam	G1
SA906-A90554C-R56-C37.bam	G1
SA906-A90554C-R56-C39.bam	G1
SA906-A90554C-R56-C41.bam	G1
SA906-A90554C-R56-C42.bam	S
SA906-A90554C-R56-C43.bam	G1
SA906-A90554C-R56-C44.bam	G1
SA906-A90554C-R56-C46.bam	G1
SA906-A90554C-R56-C47.bam	G1
SA906-A90554C-R56-C48.bam	G1
SA906-A90554C-R56-C49.bam	G1
SA906-A90554C-R56-C54.bam	G1
SA906-A90554C-R56-C56.bam	S
SA906-A90554C-R56-C57.bam	S
SA906-A90554C-R56-C58.bam	G1
SA906-A90554C-R56-C59.bam	G1
SA906-A90554C-R56-C60.bam	G1
SA906-A90554C-R56-C63.bam	G1
SA906-A90554C-R56-C64.bam	S
SA906-A90554C-R56-C66.bam	S
SA906-A90554C-R56-C67.bam	G1
SA906-A90554C-R56-C68.bam	G1
SA906-A90554C-R57-C04.bam	G1
SA906-A90554C-R57-C07.bam	S
SA906-A90554C-R57-C08.bam	S
SA906-A90554C-R57-C09.bam	G1
SA906-A90554C-R57-C12.bam	G1
SA906-A90554C-R57-C14.bam	G1
SA906-A90554C-R57-C15.bam	G1
SA906-A90554C-R57-C16.bam	G1
SA906-A90554C-R57-C17.bam	G1
SA906-A90554C-R57-C18.bam	G1
SA906-A90554C-R57-C19.bam	S
SA906-A90554C-R57-C20.bam	S
SA906-A90554C-R57-C21.bam	G1
SA906-A90554C-R57-C22.bam	G1
SA906-A90554C-R57-C23.bam	S
SA906-A90554C-R57-C24.bam	G1
SA906-A90554C-R57-C25.bam	S
SA906-A90554C-R57-C26.bam	G1
SA906-A90554C-R57-C27.bam	G1
SA906-A90554C-R57-C28.bam	G1
SA906-A90554C-R57-C29.bam	G1
SA906-A90554C-R57-C30.bam	G1
SA906-A90554C-R57-C31.bam	S
SA906-A90554C-R57-C32.bam	G1
SA906-A90554C-R57-C42.bam	S
SA906-A90554C-R57-C43.bam	G1
SA906-A90554C-R57-C44.bam	G1
SA906-A90554C-R57-C46.bam	G1
SA906-A90554C-R57-C47.bam	G1
SA906-A90554C-R57-C51.bam	S
SA906-A90554C-R57-C54.bam	G1
SA906-A90554C-R57-C56.bam	S
SA906-A90554C-R57-C57.bam	G1
SA906-A90554C-R57-C59.bam	S
SA906-A90554C-R57-C60.bam	S
SA906-A90554C-R57-C61.bam	S
SA906-A90554C-R57-C63.bam	G1
SA906-A90554C-R57-C64.bam	S
SA906-A90554C-R57-C66.bam	G1
SA906-A90554C-R57-C67.bam	G1
SA906-A90554C-R57-C70.bam	G1
SA906-A90554C-R58-C07.bam	G1
SA906-A90554C-R58-C09.bam	S
SA906-A90554C-R58-C13.bam	S
SA906-A90554C-R58-C14.bam	G1
SA906-A90554C-R58-C15.bam	S
SA906-A90554C-R58-C16.bam	G1
SA906-A90554C-R58-C20.bam	G1
SA906-A90554C-R58-C21.bam	G1
SA906-A90554C-R58-C22.bam	G1
SA906-A90554C-R58-C24.bam	G1
SA906-A90554C-R58-C26.bam	G1
SA906-A90554C-R58-C28.bam	G1
SA906-A90554C-R58-C30.bam	G1
SA906-A90554C-R58-C31.bam	S
SA906-A90554C-R58-C32.bam	S
SA906-A90554C-R58-C39.bam	G1
SA906-A90554C-R58-C41.bam	G1
SA906-A90554C-R58-C42.bam	S
SA906-A90554C-R58-C43.bam	S
SA906-A90554C-R58-C44.bam	S
SA906-A90554C-R58-C47.bam	S
SA906-A90554C-R58-C48.bam	S
SA906-A90554C-R58-C56.bam	G1
SA906-A90554C-R58-C57.bam	G1
SA906-A90554C-R58-C59.bam	G1
SA906-A90554C-R58-C60.bam	G1
SA906-A90554C-R58-C61.bam	S
SA906-A90554C-R58-C63.bam	S
SA906-A90554C-R58-C64.bam	G1
SA906-A90554C-R59-C04.bam	G1
SA906-A90554C-R59-C44.bam	G1
SA906-A90554C-R59-C48.bam	G1
SA906-A90554C-R59-C51.bam	S
SA906-A90554C-R59-C54.bam	G1
SA906-A90554C-R59-C57.bam	S
SA906-A90554C-R59-C58.bam	S
SA906-A90554C-R59-C59.bam	G1
SA906-A90554C-R59-C60.bam	G1
SA906-A90554C-R59-C61.bam	G1
SA906-A90554C-R59-C63.bam	S
SA906-A90554C-R59-C64.bam	S
SA906-A90554C-R59-C66.bam	G1
SA906-A90554C-R59-C67.bam	G1
SA906-A90554C-R59-C68.bam	G1
SA906-A90554C-R60-C04.bam	G1
SA906-A90554C-R60-C44.bam	G1
SA906-A90554C-R60-C56.bam	G1
SA906-A90554C-R60-C60.bam	G1
SA906-A90554C-R60-C61.bam	S
SA906-A90554C-R60-C63.bam	G1
SA906-A90554C-R60-C64.bam	G1
SA906-A90554C-R60-C66.bam	G1
SA906-A90554C-R60-C68.bam	S
SA906-A90554C-R60-C70.bam	G1
SA906-A90554C-R61-C56.bam	G1
SA906-A90554C-R61-C57.bam	G1
SA906-A90554C-R61-C59.bam	S
SA906-A90554C-R61-C60.bam	S
SA906-A90554C-R61-C61.bam	G1
SA906-A90554C-R61-C63.bam	G1
SA906-A90554C-R61-C64.bam	S
SA906-A90554C-R61-C70.bam	G1
SA906-A90554C-R62-C48.bam	G1
SA906-A90554C-R62-C51.bam	S
SA906-A90554C-R62-C56.bam	S
SA906-A90554C-R62-C59.bam	G1
SA906-A90554C-R62-C60.bam	G1
SA906-A90554C-R62-C61.bam	S
SA906-A90554C-R62-C66.bam	G1
SA906-A90554C-R62-C67.bam	G1
SA906-A90554C-R62-C68.bam	G1
SA906-A90554C-R62-C70.bam	S
SA906-A90554C-R63-C04.bam	G1
SA906-A90554C-R63-C56.bam	G1
SA906-A90554C-R63-C57.bam	G1
SA906-A90554C-R63-C58.bam	S
SA906-A90554C-R63-C59.bam	G1
SA906-A90554C-R63-C60.bam	S
SA906-A90554C-R63-C61.bam	G1
SA906-A90554C-R63-C63.bam	G1
SA906-A90554C-R63-C64.bam	G1
SA906-A90554C-R63-C66.bam	S
SA906-A90554C-R63-C67.bam	G1
SA906-A90554C-R64-C04.bam	G1
SA906-A90554C-R64-C50.bam	G1
SA906-A90554C-R64-C56.bam	S
SA906-A90554C-R64-C57.bam	G1
SA906-A90554C-R64-C61.bam	G1
SA906-A90554C-R64-C64.bam	S
SA906-A90554C-R64-C66.bam	G1
SA906-A90554C-R65-C04.bam	G1
SA906-A90554C-R65-C09.bam	G1
SA906-A90554C-R65-C14.bam	G1
SA906-A90554C-R65-C26.bam	G1
SA906-A90554C-R65-C27.bam	G1
SA906-A90554C-R65-C28.bam	S
SA906-A90554C-R65-C39.bam	G1
SA906-A90554C-R65-C67.bam	G1
SA906-A90554C-R65-C68.bam	G1
SA906-A90554C-R67-C04.bam	G1
SA906-A90554C-R67-C07.bam	G1
SA906-A90554C-R67-C09.bam	G1
SA906-A90554C-R67-C12.bam	G1
SA906-A90554C-R67-C13.bam	S
SA906-A90554C-R67-C14.bam	G1
SA906-A90554C-R67-C15.bam	G1
SA906-A90554C-R67-C16.bam	S
SA906-A90554C-R67-C17.bam	G1
SA906-A90554C-R67-C18.bam	G1
SA906-A90554C-R67-C23.bam	G1
SA906-A90554C-R67-C24.bam	G1
SA906-A90554C-R67-C25.bam	S
SA906-A90554C-R67-C26.bam	S
SA906-A90554C-R67-C27.bam	S
SA906-A90554C-R67-C28.bam	G1
SA906-A90554C-R67-C30.bam	G1
SA906-A90554C-R67-C31.bam	G1
SA906-A90554C-R67-C35.bam	G1
SA906-A90554C-R68-C04.bam	G1
SA906-A90554C-R68-C07.bam	S
SA906-A90554C-R68-C08.bam	G1
SA906-A90554C-R68-C12.bam	G1
SA906-A90554C-R68-C13.bam	G1
